Key,spanish
ulmStorageClothVariantHelper,"Cloth Sack"
ulmStorageClothVariantHelperDesc,"[decea3]Has multiple shapes[-]\nIt's just some cloth wrapped around with some rope to form a basic storage sack."
ulmStorageCardboard,"Cardboard Box"
ulmStorageCardboardDesc,"It's not very durable, but at least it offers a basic place to store your junk."
ulmStorageCardboardSigned,"Signed Cardboard Box"
ulmStorageCardboardSignedDesc,"[decea3]Can be named, is lockable.[-]\nA basic box made out of Cardboard."
ulmStorageCardboardVariantHelper,"Cardboard Box"
ulmStorageCardboardVariantHelperDesc,"[decea3]Has multiple shapes[-]\nIt's not very durable, but at least it offers a basic place to store your junk."
ulmStorageWoodChest1,"Wood Chest"
ulmStorageWoodChest1Desc,"A sturdy chest made out of Wood."
ulmStorageWoodChest1Secure,"Secure Wood Chest"
ulmStorageWoodChest1SecureDesc,"[decea3]Can be locked.[-]\nDurable chest made out of Wood."
ulmStorageWoodChest1Signed,"Signed Wood Chest"
ulmStorageWoodChest1SignedDesc,"[decea3]Can be named, is lockable.[-]\nA sturdy chest made out of Wood."
ulmStorageWoodChest2,"Wood Chest"
ulmStorageWoodChest2Desc,"A sturdy chest made out of primarily Wood and some decorative Metal elements."
ulmStorageWoodChest2Secure,"Secure Wood Chest"
ulmStorageWoodChest2SecureDesc,"[decea3]Can be locked.[-]\nDurable chest made out of Wood."
ulmStorageWoodChest2Signed,"Signed Wood Chest"
ulmStorageWoodChest2SignedDesc,"[decea3]Can be named, is lockable.[-]\nA sturdy chest made out of primarily Wood and some decorative Metal elements."
ulmStorageWoodCrate1,"Wood Crate"
ulmStorageWoodCrate1Desc,"A sturdy crate made out of Wood."
ulmStorageWoodCrate1Secure,"Secure Wood Crate"
ulmStorageWoodCrate1SecureDesc,"[decea3]Can be locked.[-]\nDurable crate made out of Wood."
ulmStorageWoodCrate1Signed,"Signed Wood Crate"
ulmStorageWoodCrate1SignedDesc,"[decea3]Can be named, is lockable.[-]\nA basic box made out of Wood."
ulmStorageWoodVariantHelper,"Wood Storage"
ulmStorageWoodVariantHelperDesc,"[decea3]Has multiple shapes[-]\nVarious storage solutions made out of Wood."
ulmStorageIronChest1,"Iron Chest"
ulmStorageIronChest1Desc,"Very durable chest made out of Iron."
ulmStorageIronChest1Secure,"Secure Iron Chest"
ulmStorageIronChest1SecureDesc,"[decea3]Can be locked.[-]\nVery durable chest made out of Iron."
ulmStorageIronChest1Signed,"Signed Iron Chest"
ulmStorageIronChest1SignedDesc,"[decea3]Can be named, is lockable.[-]\nVery durable chest made out of Iron."
ulmStorageIronCrate1,"Iron Crate"
ulmStorageIronCrate1Desc,"Very durable container made out of Iron."
ulmStorageIronCrate1Signed,"Signed Iron Crate"
ulmStorageIronCrate1SignedDesc,"[decea3]Can be named, is lockable.[-]\nVery durable container made out of Iron."
ulmStorageIronCrate2,"Iron Crate"
ulmStorageIronCrate2Desc,"Very durable container made out of Iron Plating."
ulmStorageIronCrate2Secure,"Secure Iron Crate"
ulmStorageIronCrate2SecureDesc,"[decea3]Can be locked.[-]\nVery durable container made out of Iron."
ulmStorageIronCrate2Signed,"Signed Iron Crate"
ulmStorageIronCrate2SignedDesc,"[decea3]Can be named, is lockable.[-]\nVery durable container made out of Iron."
ulmStorageIronBarrel1,"Iron Barrel"
ulmStorageIronBarrel1Desc,"Very durable and spacious round container made out of Iron."
ulmStorageIronBarrel1Secure,"Secure Iron Barrel"
ulmStorageIronBarrel1SecureDesc,"[decea3]Can be locked.[-]\nVery durable and spacious round container made out of Iron."
ulmStorageIronBarrel1Signed,"Signed Iron Barrel"
ulmStorageIronBarrel1SignedDesc,"[decea3]Can be named, is lockable.[-]\nVery durable and spacious round container made out of Iron."
ulmStorageIronBarrel2,"Iron Barrels"
ulmStorageIronBarrel2Desc,"Very durable and spacious stack of round containers made out of Iron."
ulmStorageIronBarrel2Secure,"Secure Iron Barrels"
ulmStorageIronBarrel2SecureDesc,"[decea3]Can be locked.[-]\nVery durable and spacious stack of round containers made out of Iron."
ulmStorageIronVariantHelper,"Iron Storage"
ulmStorageIronVariantHelperDesc,"[decea3]Has multiple shapes[-]\nVarious storage solutions made out of Iron."
ulmStorageIronDoubleCrate1,"Large Iron Crate"
ulmStorageIronDoubleCrate1Desc,"Very durable and spacious container made out of Iron Plating."
ulmStorageIronDoubleCrate1Signed,"Large Signed Iron Crate"
ulmStorageIronDoubleCrate1SignedDesc,"[decea3]Can be named, is lockable.[-]\nVery durable and spacious container made out of Iron."
ulmStorageIronDoubleCrate2,"Large Iron Crate"
ulmStorageIronDoubleCrate2Desc,"Very durable and spacious container made out of Iron Plating."
ulmStorageIronDoubleCrate2Secure,"Large Secure Iron Crate"
ulmStorageIronDoubleCrate2SecureDesc,"[decea3]Can be locked.[-]\nVery durable and spacious container made out of Iron."
ulmStorageIronDoubleCrate2Signed,"Large Signed Iron Crate"
ulmStorageIronDoubleCrate2SignedDesc,"[decea3]Can be named, is lockable.[-]\nVery durable and spacious container made out of Iron."
ulmStorageIronDoubleVariantHelper,"Large Iron Storage"
ulmStorageIronDoubleVariantHelperDesc,"[decea3]Has multiple shapes[-]\nVarious spacious storage solutions made out of Iron."
ulmStorageSteelCrate1,"Steel Crate"
ulmStorageSteelCrate1Desc,"A tough and spacious container made out of Steel."
ulmStorageSteelCrate1Secure,"Secure Steel Crate"
ulmStorageSteelCrate1SecureDesc,"[decea3]Can be locked.[-]\nA tough and spacious container made out of Steel."
ulmStorageSteelCrate1Signed,"Signed Steel Crate"
ulmStorageSteelCrate1SignedDesc,"[decea3]Can be named, is lockable.[-]\nA tough and spacious container made out of Steel."
ulmStorageSteelBarrel1,"Steel Barrel"
ulmStorageSteelBarrel1Desc,"A tough and spacious container made out of Steel."
ulmStorageSteelBarrel1Secure,"Secure Steel Barrel"
ulmStorageSteelBarrel1SecureDesc,"[decea3]Can be locked.[-]\nA tough and spacious container made out of Steel."
ulmStorageSteelVariantHelper,"Steel Storage"
ulmStorageSteelVariantHelperDesc,"[decea3]Has multiple shapes[-]\nVarious storage solutions made out of Steel."
ulmStorageSteelDoubleCrate1,"Large Steel Storage"
ulmStorageSteelDoubleCrate1Desc,"A tough and very spacious container made out of Steel."
ulmStorageSteelDoubleCrate1Secure,"Large Secure Steel Storage"
ulmStorageSteelDoubleCrate1SecureDesc,"[decea3]Can be locked.[-]\nA tough and spacious container made out of Steel."
ulmStorageSteelDoubleCrate1Signed,"Large Signed Steel Storage"
ulmStorageSteelDoubleCrate1SignedDesc,"[decea3]Can be named, is lockable.[-]\nA tough and spacious container made out of Steel."
ulmStorageSteelDoubleCrate2,"Large Steel Storage"
ulmStorageSteelDoubleCrate2Desc,"A tough and very spacious container made out of Steel."
ulmStorageSteelDoubleCrate2Secure,"Large Secure Steel Storage"
ulmStorageSteelDoubleCrate2SecureDesc,"[decea3]Can be locked.[-]\nA tough and spacious container made out of Steel."
ulmStorageSteelDoubleCrate2Signed,"Large Signed Steel Storage"
ulmStorageSteelDoubleCrate2SignedDesc,"[decea3]Can be named, is lockable.[-]\nA tough and spacious container made out of Steel."
ulmStorageSteelDoubleVariantHelper,"Large Steel Storage"
ulmStorageSteelDoubleVariantHelperDesc,"[decea3]Has multiple shapes[-]\nVarious spacious storage solutions made out of Steel."
ulmStorageTitaniumCrate1,"Titanium Crate"
ulmStorageTitaniumCrate1Desc,"A very tough and spacious container made out of Titanium."
ulmStorageTitaniumCrate1Secure,"Secure Titanium Crate"
ulmStorageTitaniumCrate1SecureDesc,"[decea3]Can be locked.[-]\nA very tough and spacious container made out of Titanium."
ulmStorageTitaniumCrate1Signed,"Signed Titanium Crate"
ulmStorageTitaniumCrate1SignedDesc,"[decea3]Can be named, is lockable.[-]\nA very tough and spacious container made out of Titanium."
ulmStorageTitaniumBarrel1,"Titanium Barrel"
ulmStorageTitaniumBarrel1Desc,"A very tough and spacious container made out of Titanium."
ulmStorageTitaniumBarrel1Secure,"Secure Titanium Barrel"
ulmStorageTitaniumBarrel1SecureDesc,"[decea3]Can be locked.[-]\nA very tough and spacious container made out of Titanium."
ulmStorageTitaniumBarrel1Signed,"Signed Titanium Barrel"
ulmStorageTitaniumBarrel1SignedDesc,"[decea3]Can be named, is lockable.[-]\nA very tough and spacious container made out of Titanium."
ulmStorageTitaniumVariantHelper,"Titanium Storage"
ulmStorageTitaniumVariantHelperDesc,"[decea3]Has multiple shapes[-]\nVarious storage solutions made out of Titanium."
ulmStorageTitaniumDoubleCrate1,"Large Titanium Storage"
ulmStorageTitaniumDoubleCrate1Desc,"A very tough and very spacious container made out of Titanium."
ulmStorageTitaniumDoubleCrate1Secure,"Large Secure Titanium Storage"
ulmStorageTitaniumDoubleCrate1SecureDesc,"[decea3]Can be locked.[-]\nA tough and spacious container made out of Titanium."
ulmStorageTitaniumDoubleCrate1Signed,"Large Signed Titanium Storage"
ulmStorageTitaniumDoubleCrate1SignedDesc,"[decea3]Can be named, is lockable.[-]\nA tough and spacious container made out of Titanium."
ulmStorageTitaniumDoubleCrate2,"Large Titanium Storage"
ulmStorageTitaniumDoubleCrate2Desc,"A tough and very spacious container made out of Titanium."
ulmStorageTitaniumDoubleCrate2Secure,"Large Secure Titanium Storage"
ulmStorageTitaniumDoubleCrate2SecureDesc,"[decea3]Can be locked.[-]\nA tough and spacious container made out of Titanium."
ulmStorageTitaniumDoubleCrate2Signed,"Large Signed Titanium Storage"
ulmStorageTitaniumDoubleCrate2SignedDesc,"[decea3]Can be named, is lockable.[-]\nA tough and spacious container made out of Titanium."
ulmStorageTitaniumDoubleVariantHelper,"Large Titanium Storage"
ulmStorageTitaniumDoubleVariantHelperDesc,"[decea3]Has multiple shapes[-]\nVarious spacious storage solutions made out of Titanium."
ulmBlockElevatorPlatform2,"Elevator Platform (2 Floors)"
ulmBlockElevatorPlatform2Desc,"Has built in power source. Dimensions (WxDxH): [decea3]9x9x6[-]"
ulmBlockElevatorPlatform3,"Elevator Platform (3 Floors)"
ulmBlockElevatorPlatform3Desc,"Has built in power source. Dimensions (WxDxH): [decea3]9x9x11[-]"
ulmBlockElevatorPlatform4,"Elevator Platform (4 Floors)"
ulmBlockElevatorPlatform4Desc,"Has built in power source. Dimensions (WxDxH): [decea3]9x9x16[-]"
ulmBlockElevatorPlatform5,"Elevator Platform (5 Floors)"
ulmBlockElevatorPlatform5Desc,"Has built in power source. Dimensions (WxDxH): [decea3]9x9x21[-]"
ulmBlockElevatorPlatform6,"Elevator Platform (6 Floors)"
ulmBlockElevatorPlatform6Desc,"Has built in power source. Dimensions (WxDxH): [decea3]9x9x26[-]"
ulmLightCeiling02Player,"Silver Dome Light"
ulmLightCeiling02BrassPlayer,"Brass Dome Light"
ulmLightCeiling04Player,"Warehouse Ceiling Light"
ulmLightCeiling05Player,"Silver Glass Light"
ulmLightCeiling05BrassPlayer,"Brass Glass Light"
ulmLightCeilingFanPlayer,"Ceiling Fan Light"
ulmLightChandelierFanPlayer,"Chandelier"
ulmLightDeskLampPlayer,"Desk Lamp"
ulmLightEndTablePlayer,"End Table Light"
ulmLightFluorescentPlayer,"Fluorescent Light"
ulmLightFlashlightPlayer,"Industrial Flashlight"
ulmLightPorch01Player,"Old Outdoor Light"
ulmLightPorch04Player,"Iron Outdoor Light"
ulmLightPorch04BrassPlayer,"Brass Outdoor Light"
ulmLightRecessedPlayer,"Recessed Light"
ulmLightRoadBarricadePlayer,"Lit Road Barricade"
ulmLightRoadBarricadePlayerDesc,"Has built in battery for generating enough power to keep the lights on."
ulmLightSconcePlayer,"Sconce Light"
ulmLightSignExitPlayer,"Exit Sign"
ulmLightSignOpen,"Open Sign"
ulmLightSignPillsLogoPlayer,"Large Pills Logo Light"
ulmLightSignPillsLogoSmallPlayer,"Pills Logo Light"
ulmLightStreetLampClassicPlayer,"Classic Street Light"
ulmLightTableLampPlayer,"Table Lamp"
ulmLightTrackPlayer,"Track Light"
ulmLightWall01Player,"Warehouse Outdoor Light"
ulmLightWorkLampPlayer,"Work Light"
ulmLightXRayDisplay1Player,"X-Ray Display A"
ulmLightXRayDisplay2Player,"X-Ray Display B"
ulmStreetLight01Player,"Street Light"
ulmStreetLight02Player,"Street Light Double"
ulmStreetLight03Player,"Street Light Triple"
ulmStreetLight04Player,"Street Light Quad"
ulmFluorescentLightPlayer,"Light Bay"
ulmFluorescentLightBrokenPlayer,"Broken Light Bay"
ulmBlockResourceCarBattery,"Car Battery"
ulmBlockResourceCarBatteryDesc,"For POI Building"
ulmBlockResourceCarBatteryCentered,"Car Battery (Centered)"
ulmBlockResourceCarBatteryCenteredDesc,"For POI Building"
ulmBlockResourceCarBatteryCorner,"Car Battery (Corner)"
ulmBlockResourceCarBatteryCornerDesc,"For POI Building"
ulmBlockResourcePropaneTank,"Gas Tank"
ulmBlockResourcePropaneTankDesc,"Highly flammable gas. Used to craft working ovens and advanced chemistry stations that don't require burnable fuel. [FF6A00]Caution: Upgrading existing Chemistry Station will remove all items from fuel, tool and output slots.[-]"
ulmBlockResourceWaterTank,"Water Tank"
ulmBlockResourceWaterTankDesc,"A tank filled with water. You can use it to craft or connect to an existing faucet (Wrench required) in the world so that it can be used to fill your empty water containers."
ulmBlockWireStrippers,"Wire Tool"
ulmBlockWireStrippersDesc,"For POI Building"
ulmSignMonitorScreenStand,"Info Screen"
ulmSignMonitorScreenStandDesc,"You can customize text displayed on this screen."
ulmSignMonitorScreenStandCentered,"Info Screen"
ulmSignMonitorScreenStandCenteredDesc,"You can customize text displayed on this screen."
ulmSignMonitorScreenStandBottom,"Info Screen"
ulmSignMonitorScreenStandBottomDesc,"You can customize text displayed on this screen."
ulmSignMonitorScreenSmallBottom,"Info Screen"
ulmSignMonitorScreenSmallBottomDesc,"You can customize text displayed on this screen."
ulmSignMonitorScreenSmallCenter,"Info Screen"
ulmSignMonitorScreenSmallCenterDesc,"You can customize text displayed on this screen."
ulmSignMonitorScreenSmallTop,"Info Screen"
ulmSignMonitorScreenSmallTopDesc,"You can customize text displayed on this screen."
ulmSignMonitorScreenLargeBottom,"Large Info Screen"
ulmSignMonitorScreenLargeBottomDesc,"You can customize text displayed on this screen."
ulmSignMonitorScreenLargeCenter,"Large Info Screen"
ulmSignMonitorScreenLargeCenterDesc,"You can customize text displayed on this screen."
ulmSignMonitorScreenLargeTop,"Large Info Screen"
ulmSignMonitorScreenLargeTopDesc,"You can customize text displayed on this screen."
ulmSignMonitorScreensVariantHelper,"Info Screens"
ulmSignMonitorScreensVariantHelperDesc,"[decea3]Has multiple shapes[-]\nVarious information screens on which you can write your custom messages on."
ulmSignConsoleScreen,"Console Screen"
ulmSignConsoleScreenDesc,"You can customize text displayed on this console."
ulmSignConsoleScreenCentered,"Console Screen, Centered"
ulmSignConsoleScreenCenteredDesc,"You can customize text displayed on this console."
ulmSignConsoleScreenVariantHelper,"Console Screens"
ulmSignConsoleScreenVariantHelperDesc,"[decea3]Has multiple shapes[-]\nInformation consoles on which you can write your custom messages on."
ulmStationArtisan_1,"Mesa de artesanía"
ulmStationArtisan_1Desc,"Workplace for crafting various kinds of building and decorative blocks."
ulmStationArtisan_2,"Mesa de artesanía (Nivel 2)"
ulmStationArtisan_2Desc,"Improved workplace for crafting various kinds of building and decorative blocks."
ulmStationBallistics_1,"Mesa de balística"
ulmStationBallistics_1Desc,"Workplace for handling, assembling and crafting ammo."
ulmStationBallistics_2,"Mesa de balística (Nivel 2)"
ulmStationBallistics_2Desc,"Workplace for handling, assembling and crafting ammo."
ulmStationCarpenter_1,"Mesa de carpintería"
ulmStationCarpenter_1Desc,"Workplace for crafting wood based items and furniture."
ulmStationCarpenter_2,"Mesa de carpintería (Nivel 2)"
ulmStationCarpenter_2Desc,"[decea3]10%[-] Less Resources Used\n[decea3]15%[-] Faster Crafting. Less wasteful crafting: yield more resources."
ulmStationCarpenter_3,"Mesa de carpintería (Nivel 3)"
ulmStationCarpenter_3Desc,"[decea3]20%[-] Less Resources Used\n[decea3]30%[-] Faster Crafting. Less wasteful crafting: yield even more resources."
ulmStationChemistry_1,"Mesa de química"
ulmStationChemistry_1Desc,"Mix and brew all sorts of mixtures and chemicals."
ulmStationDisassembly_1,"Disassembly Station"
ulmStationDisassembly_1Desc,"Workplace for disassembling various complex items or blocks."
ulmStationEvent_1,"Festivity Event Deco Station"
ulmStationEvent_1Desc,"Workplace for crafting various festivity event related decorations."
ulmStationForge_1,"Forja del herrero"
ulmStationForge_1Desc,"Workplace for processing various metal bits and ingots."
ulmStationForge_2,"Forja del herrero (Nivel 2)"
ulmStationForge_2Desc,"Allows shaping steel and titanium."
ulmStationFurnace_1,"Horno"
ulmStationFurnace_1Desc,"Workplace for crafting metal ingots, bricks and cement."
ulmStationFurnace_2,"Horno (Nivel 2)"
ulmStationFurnace_2Desc,"Allows smelting of Silver, Gold, Steel and Titanium into ingots."
ulmStationMaintenance_1,"Mesa de mantenimiento"
ulmStationMaintenance_1Desc,"Allows repair and upgrade of items"
ulmStationMaintenance_2,"Mesa de mantenimiento (Nivel 2)"
ulmStationMaintenance_2Desc,"Allows repair and upgrade of items"
ulmStationMaintenance_3,"Mesa de mantenimiento (Nivel 3)"
ulmStationMaintenance_3Desc,"Allows repair and upgrade of items"
ulmStationMechanic_1,"Mesa de mecánica"
ulmStationMechanic_1Desc,"Workplace for making basic vehicles such as bicycles, minibikes, motorcycles, their parts and mods."
ulmStationMechanic_2,"Mesa de mecánica (Nivel 2)"
ulmStationMechanic_2Desc,"Workplace for making advanced vehicles such as cars, trucks, their parts and mods."
ulmStationMortarAndPestle_1,"Mortar and Pestle"
ulmStationMortarAndPestle_1Desc,"Workplace for grinding down various items into powder."
ulmStationRepair_T,"Trader's Repair Station"
ulmStationRepair_TDesc,"Allows item repair for coin."
ulmStationResearch_1,"Mesa de investigación"
ulmStationResearch_1Desc,"Workplace for researching tier 1 technologies and blueprints."
ulmStationResearch_2,"Mesa de investigación (Nivel 2)"
ulmStationResearch_2Desc,"Workplace for researching tier 2 technologies and blueprints."
ulmStationResearch_3,"Mesa de investigación (Nivel 3)"
ulmStationResearch_3Desc,"Workplace for researching tier 3 technologies and blueprints."
ulmStationTailor_1,"Mesa de sastrería"
ulmStationTailor_1Desc,"Workplace for crafting fabric, clothing and armor."
ulmStationWorkbench_1,"Banco de trabajo"
ulmStationWorkbench_1Desc,"Allows you to craft basic items or blocks."
ulmStationWorkbench_2,"Banco de trabajo (Nivel 2)"
ulmStationWorkbench_2Desc,"Allows you to craft improved and basic items or blocks."
ulmStationWorkbench_3,"Banco de trabajo (Nivel 3)"
ulmStationWorkbench_3Desc,"Allows you to craft the most advanced, improved and basic items and blocks."
workbench3DPrinter,"3D Printer"
workbench3DPrinterDesc,"Workplace for printing parts from various polymer based filaments."
workbenchBackpackDesc,"Can craft the most basic items, that don't require any specialized tools."
WorkbenchCampfire2,"Campfire T2"
WorkbenchCampfire3,"Campfire T3"
WorkbenchCampfire4,"Campfire T4"
workbenchCementMixerDesc,"Helps you craft materials like concrete or asphalt."
workbenchFarming,"Farmers Workbench"
workbenchFarmingDesc,"Workplace for crafting seeds, fertilizer, pots etc."
workbenchTableSawDesc,"Create furniture, advanced shapes and decorations for your base."
workbenchTannery,"Tannery"
workbenchTanneryDesc,"Workplace for drying and preparing hides for further processing."
ulmContainerTest,"Cabinet"
ulmContainerTest2,"Desk"
ulmContainerBagDuffle,"Duffel Bag"
ulmContainerBagDuffleDesc,"A simple container to store some loot."
ulmContainerSafeWallEmpty,"Wall Safe"
ulmContainerSmallSafeVariantHelper,"Small Safe"
ulmContainerSmallSafeVariantHelperDesc,"Tiny, but secure storage for storing your valuables.\n[808080]Contains multiple shapes.[-]"
ulmDecoChristmasTree,"Christmas Tree"
ulmDecoIronTable,"Iron Table"
ulmDecoIronTableDesc,"A sturdy Iron table made out of iron plates, pipes and other iron pieces."
ulmDecoLogTable,"Log Table"
ulmDecoLogTableDesc,"A primitive table made out of logs and basic planks as the surface."
ulmDecoPresentBox01a,"Caja de regalos"
ulmDecoPresentBox01b,"Caja de regalos"
ulmDecoPresentBox01c,"Caja de regalos"
ulmDecoPresentBox01d,"Caja de regalos"
ulmDecoPresentBox02a,"Caja de regalos"
ulmDecoPresentBox02b,"Caja de regalos"
ulmDecoPresentBox02c,"Caja de regalos"
ulmDecoPresentBox02d,"Caja de regalos"
ulmDecoPresentBox03a,"Caja de regalos"
ulmDecoPresentBox03b,"Caja de regalos"
ulmDecoPresentBox03c,"Caja de regalos"
ulmDecoPresentBox03d,"Caja de regalos"
ulmDecoPresentBox04a,"Caja de regalos"
ulmDecoPresentBox04b,"Caja de regalos"
ulmDecoPresentBox04c,"Caja de regalos"
ulmDecoPresentBox04d,"Caja de regalos"
ulmDecoPresentBox05a,"Caja de regalos"
ulmDecoPresentBox05b,"Caja de regalos"
ulmDecoPresentBox05c,"Caja de regalos"
ulmDecoPresentBox06a,"Caja de regalos"
ulmDecoPresentBox06b,"Caja de regalos"
ulmDecoPresentBoxVariantHelper,"Caja de regalos"
ulmDecoSnowman01,"Muñeco de nieve"
ulmDecoSnowman02,"Muñeco de nieve"
ulmDecoSnowmanVariantHelper,"Muñeco de nieve"
ulmDecoSquirrelTexCubSF,"Plush Squirrel"
ulmDecoSquirrelTexCubSFDesc,"I remember one time playing around with a toy just like this. You can decorate your base with it, burn it or salvage it for its raw resources."
ulmDecoToySquirrel,"Plush Squirrel"
ulmDecoToySquirrelDesc,"I remember one time playing around with a toys just like this. Can be placed as a decoration. Burnable or salvageable to get a small amount of cotton."
ulmDoorClassic01aSingle,"House Door 1-A"
ulmDoorClassic01aDouble,"Double House Door 1-A"
ulmDoorClassic01aSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01aDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01bSingle,"House Door 1-B"
ulmDoorClassic01bDouble,"Double House Door 1-B"
ulmDoorClassic01bSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01bDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01cSingle,"House Door 1-C"
ulmDoorClassic01cDouble,"Double House Door 1-C"
ulmDoorClassic01cSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01cDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01dSingle,"House Door 1-D"
ulmDoorClassic01dDouble,"Double House Door 1-D"
ulmDoorClassic01dSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01dDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01eSingle,"House Door 1-E"
ulmDoorClassic01eDouble,"Double House Door 1-E"
ulmDoorClassic01eSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01eDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01fSingle,"House Door 1-F"
ulmDoorClassic01fDouble,"Double House Door 1-F"
ulmDoorClassic01fSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01fDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01gSingle,"House Door 1-G"
ulmDoorClassic01gDouble,"Double House Door 1-G"
ulmDoorClassic01gSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01gDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorModern01aSingle,"Modern House Door 1-A"
ulmDoorModern01aDouble,"Modern Double House Door 1-A"
ulmDoorModern01aSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorModern01aDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorModern01bSingle,"Modern Door 1-B"
ulmDoorModern01bDouble,"Modern Double Door 1-B"
ulmDoorModern01bSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorModern01bDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial01aSingle,"Industrial Door 1-A"
ulmDoorIndustrial01aDouble,"Industrial Double Door 1-A"
ulmDoorIndustrial01aSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial01aDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial01bSingle,"Industrial Door 1-B"
ulmDoorIndustrial01bDouble,"Industrial Double Door 1-B"
ulmDoorIndustrial01bSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial01bDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02aSingle,"Industrial Door 2-A"
ulmDoorIndustrial02aSingleNoGlass,"Industrial Door 2-A"
ulmDoorIndustrial02aSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02aSingleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02aDouble,"Industrial Double Door 2-A"
ulmDoorIndustrial02aDoubleNoGlass,"Industrial Double Door 2-A"
ulmDoorIndustrial02aDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02aDoubleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02bSingle,"Industrial Door 2-B"
ulmDoorIndustrial02bSingleNoGlass,"Industrial Door 2-B"
ulmDoorIndustrial02bSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02bSingleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02bDouble,"Industrial Double Door 2-B"
ulmDoorIndustrial02bDoubleNoGlass,"Industrial Double Door 2-B"
ulmDoorIndustrial02bDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02bDoubleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02cSingle,"Industrial Door 2-C"
ulmDoorIndustrial02cSingleNoGlass,"Industrial Door 2-C"
ulmDoorIndustrial02cSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02cSingleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02cDouble,"Industrial Double Door 2-C"
ulmDoorIndustrial02cDoubleNoGlass,"Industrial Double Door 2-C"
ulmDoorIndustrial02cDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02cDoubleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03aDouble,"Industrial Double Door 3-A"
ulmDoorIndustrial03aDoubleNoGlass,"Industrial Double Door 3-A"
ulmDoorIndustrial03aDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03aDoubleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03bSingle,"Industrial Door 2-B"
ulmDoorIndustrial03bSingleNoGlass,"Industrial Door 2-B"
ulmDoorIndustrial03bSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03bSingleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03bDouble,"Industrial Double Door 3-B"
ulmDoorIndustrial03bDoubleNoGlass,"Industrial Double Door 3-B"
ulmDoorIndustrial03bDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03bDoubleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03cSingle,"Industrial Door 3-C"
ulmDoorIndustrial03cSingleNoGlass,"Industrial Door 3-C"
ulmDoorIndustrial03cSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03cSingleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03cDouble,"Industrial Double Door 3-C"
ulmDoorIndustrial03cDoubleNoGlass,"Industrial Double Door 3-C"
ulmDoorIndustrial03cDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03cDoubleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12aDouble,"Industrial Double Door 12-A"
ulmDoorIndustrial12aDoubleNoGlass,"Industrial Double Door 12-A"
ulmDoorIndustrial12aDoublePicked,"Door\n[808080](Picked)[-]"
