Key,german
cntStoreShelfDoubleBottomHardwareRandomLootHelper,"[Ladenregal Doppel-Bot, Hardware Zufallshelfer]"
cntStoreShelfDoubleTopHardwareRandomLootHelper,"[Ladenregal Doppeltop, Hardware Zufallshelfer]"
cntStoreShelfSingleBottomPharmaRandomLootHelper,"[Ladenregal Einzelner Bot, Medizinischer Zufallshelfer]"
cntStoreShelfDoubleBottomPharmaRandomLootHelper,"[Ladenregal Doppel-Bot, Medizinischer Zufallshelfer]"
cntStoreProduceBasketCornerRandomLootHelper,"[Erzeugniskorb, Eck Zufallshelfer]"
cntStoreProduceBasketRandomLootHelper,"[Erzeugniskorb Zufallshelfer]"
cntDisplayCaseAmmoLeftRandomLootHelper,"[Munitionsvitrine, links Zufallshelfer]"
cntDisplayCaseAmmoMiddleRandomLootHelper,"[Munitionsvitrine, Mitte Zufallshelfer]"
cntDisplayCaseAmmoRightRandomLootHelper,"[Munitionsvitrine, rechts Zufallshelfer]"
cntGunRackSmallRandomLootHelper,"[Gewehrständer, klein Zufallshelfer]"
cntGunRackLargeRandomLootHelper,"[Gewehrständer, groß Zufallshelfer]"
cntStoreShelfElectronicsSingleTallRandomLootHelper,"[Ladenregal einzeln, Elektronik Zufallshelfer]"
cntStoreShelfElectronicsDoubleTallRandomLootHelper,"[Ladenregal doppelt, Elektronik Zufallshelfer]"
cntClothesRackRoundRandomLootHelper,"[Kleiderständer, Rund Zufallshelfer]"
cntClothesRackRectangleRandomLootHelper,"[Kleiderständer, rechteckig Zufallshelfer]"
cntClothesRackWallRandomLootHelper,"[Kleiderständer, Wand Zufallshelfer]"
cntClothesShelfHalfRandomLootHelper,"[Kleiderregal Zufallshelfer]"
cntClothesShelfStackRandomLootHelper,"[Kleiderregal, Stapel Zufallshelfer]"
cntStoreShelfDoubleBottomShoesRandomLootHelper,"[Ladenregal Doppel Unten, Schuhe Zufallshelfer]"
cntStoreShelfDoubleTopShoesRandomLootHelper,"[Ladenregal Doppel Oben, Schuhe Zufallshelfer]"
cntStoreShelfSingleBottomShoesRandomLootHelper,"[Ladenregal Einzel Unten, Schuhe Zufallshelfer]"
cntStoreShelfSingleTopShoesRandomLootHelper,"[Ladenregal Einfacher Aufsatz, Schuhe Zufallshelfer]"
cntShoesPileRandomLootHelper,"[Schuhstapel Zufallshelfer]"
cntBookcaseGoodRandomLootHelper,"[Bücherregal, guter Zufallshelfer]"
cntBookcasePoorRandomLootHelper,"[Bücherregal, Schlechter Zufallshelfer]"
cntBookShelfSingleBottomRandomLootHelper,"[Bücherregal Single Bot Zufallshelfer]"
cntBookShelfSingleTopRandomLootHelper,"[Buchregal Einzelner Oberer Zufallshelfer]"
cntBookShelfDoubleBottomRandomLootHelper,"[Buchregal Doppelter Bot Zufallshelfer]"
cntBookShelfDoubleTopRandomLootHelper,"[Buchregal Doppeltop Zufallshelfer]"
cntBookShelfSingleCapBottomRandomLootHelper,"[Buchregal Kappen-Bot Zufallshelfer]"
cntBookShelfSingleCapTopRandomLootHelper,"[Buchregal Deckel Zufallshelfer]"
cntBookPileRandomLootHelper,"[Bücherstapel Zufallshelfer]"
cntVendingMachine2RandomLootHelper,"[Automaten Zufallshelfer]"
cntLuggageMediumRandomLootHelper,"[Gepäckmittel Zufallshelfer]"
cntLuggageBigRandomLootHelper,"[Koffer groß Zufallshelfer]"
cntLuggagePileARandomLootHelper,"[Gepäckstapel A Zufallshelfer]"
cntLuggagePileBRandomLootHelper,"[Gepäckstapel B Zufallshelfer]"
cntBagsRandomLootHelper,"[Tasche/Rucksack Zufallshelfer]"
cntArmyTruckRandomLootHelper,"[Armee-LKW Zufallshelfer]"
cntAmbulanceTruck01RandomLootHelper,"[Ambulanz/Luft Zufallshelfer]"
cntServiceTruckMoPowerRandomLootHelper,"[Mo Power Truck/Luft Zufallshelfer]"
cntServiceTruckWorkingStiffToolsRandomLootHelper,"[Working Stiffs Truck/Luft Zufallshelfer]"
cntWastelandRandomLootHelper,"[Wasteland Loot Zufallshelfer]"
cntDesertRandomLootHelper,"[Desert Loot Zufallshelfer]"
cntBurntForestRandomLootHelper,"[Burnt Forest Loot Zufallshelfer]"
cntForestRandomLootHelper,"[Forest Loot Zufallshelfer]"
cntHouseRandomLootHelper,"[House Loot Zufallshelfer]"
cntStreetRandomLootHelper,"[Street Loot Zufallshelfer]"
cntYardRandomLootHelper,"[Yard Loot Zufallshelfer]"
cntGarageRandomLootHelper,"[Garage Loot Zufallshelfer]"
cntConstructionSuppliesRandomLootHelper,"[Construction Loot Zufallshelfer]"
cntStoreCratesRandomLootHelper,"[Store Crate Zufallshelfer]"
cntToolsAndForgeRandomLootHelper,"[Werkzeug/Schmiede Zufallshelfer]"
cntWorkstationsRandomLootHelper,"[Arbeitsstation Zufallshelfer]"
cntWorkstationsBustedRandomLootHelper,"[Arbeitsstation, kaputt Zufallshelfer]"
cntForgeBustedRandomLootHelper,"[Zerstörte Schmiede Zufallshelfer]"
cntWorkbenchBustedRandomLootHelper,"[Zerstörte Werkbank Zufallshelfer]"
cntCementMixerBustedRandomLootHelper,"[Zerstörter Zementmischer Zufallshelfer]"
cntChemistryStationBustedRandomLootHelper,"[Zerstörte Chemiestation Zufallshelfer]"
cntQuestRandomLootHelper,"[Quest Loot Zufallshelfer]"
cntQuestNoPHRandomLootHelper,"[Quest Loot, No PH Zufallshelfer]"
cntLockersShortRandomLootHelper,"[Lockers Short Zufallshelfer]"
cntLockersTallRandomLootHelper,"[Lockers Tall Zufallshelfer]"
cntLockersTallDoubleRandomLootHelper,"[Lockers Tall Double Zufallshelfer]"
cntLockersTallMixRandomLootHelper,"[Schließfächer gemischt 1 Zufallshelfer]"
cntLockersTallMixLinkRandomLootHelper,"[Schließfächer Gemischt 2 Zufallshelfer] [Schließfächer Gemischt 2 Zufallshelfer"
cntFreezerGroceriesMiddleRandomLootHelper,"[Gefrierschrank Mitte, Lebensmittel Zufallshelfer]"
cntFreezerGroceriesLeftRandomLootHelper,"[Gefrierschrank links, Lebensmittel Zufallshelfer]"
cntFreezerGroceriesRightRandomLootHelper,"[Gefrierschrank rechts, Lebensmittel Zufallshelfer]"
cntFreezerBeveragesMiddleRandomLootHelper,"[Gefrierschrank Mitte, Getränke Zufallshelfer]"
cntFreezerBeveragesLeftRandomLootHelper,"[Gefrierschrank links, Getränke Zufallshelfer]"
cntFreezerBeveragesRightRandomLootHelper,"[Gefrierschrank rechts, Getränke Zufallshelfer]"
cntFreezerBeveragesStandaloneRandomLootHelper,"[Tiefkühltruhe allein, Getränke Zufallshelfer]"
cntCupboardCabinetRedTopLootHelper,"[Schrank Rot Zufallshelfer]"
cntCabinetOldBottomLootHelper,"[Schrank Alt Zufallshelfer]"
carsRandomHelper,"[Autos Zufallshelfer]"
carWrecksRandomHelper,"[Autowracks Zufallshelfer]"
cars3WideRandomHelper,"[Cars 3 Wide Zufallshelfer]"
cntCar03SedanDamage0RandomHelper,"[Full Car/Air Zufallshelfer]"
cntCar03SedanDamage1RandomHelper,"[2. Stufe Auto/Luft Zufallshelfer]"
cntCar03SedanDamage2RandomHelper,"[Schrottauto/Luft Zufallshelfer]"
lanternLight_playerDesc,"Diese batteriebetriebene Laterne bietet flackerfreies Licht."
terrStoneHelper,"[Steingelände-Helfer]"
cntCashRegisterSecure,"Sichere Registrierkasse"
cntFileCabinetShortSecure,"Sicheres Aktenkabinett"
cntFileCabinetTallSecure,"Sicherer Aktenschrank"
cntLockersShortSecure,"Sichere Schließfächer"
cntLockersTallSecure,"Sichere Schließfächer"
cntLockersTallDoubleSecure,"Sichere Schließfächer"
cntLockersTallMixSecure,"Sichere Schließfächer"
cntLockersTallMixLinkSecure,"Sichere Schließfächer"
cntToolBoxSecure,"Sichere Werkzeugkiste"
cntToolBoxOffsetSecure,"Sichere Werkzeugkiste"
cntRollingToolBoxSecure,"Sichere rollende Werkzeugkiste"
cntWoodDesk01Secure,"Sicherer Holzschreibtisch"
cntMetalDesk02Secure,"Sicherer Eisenschreibtisch"






ulmBlockConcreteBarrier1VariantHelper,"Betonbarriere"
ulmBlockTrapGlassBusinessVariantHelper,"Geschäftsglas (Falle)"
ulmBlockTrapGlassBusinessVariantHelperDesc,"Eine falsche Bodenfalle, die sich auflöst, wenn man darauf tritt."
ulmBlockTVVariantHelper,"Fernseher"
ulmBlockTVVariantHelperDesc,"Funktioniert nicht, sorgt aber dafür, dass du dich zu Hause wohler fühlst."
ulmBlockWoodVariantHelper,"Holzblock"
ulmBlockWoodVariantHelperDesc,"Bietet einen einfachen Schutz."
ulmBlockRWoodVariantHelper,"Verstärkter Holzblock"
ulmBlockRWoodVariantHelperDesc,"Bietet besseren Schutz als normale Holzblöcke."
ulmBlockMRWoodVariantHelper,"Metallverstärkter Holzblock"
ulmBlockMRWoodVariantHelperDesc,"Bietet mehr Schutz als nicht-metallverstärkte Holzblöcke."
ulmBlockRScrapIronVariantHelper,"Schrotteisenblock"
ulmBlockRScrapIronVariantHelperDesc,"Bietet einen durchschnittlichen Schutz."
ulmBlockSteelVariantHelper,"Stahlblock"
ulmBlockSteelVariantHelperDesc,"Bietet hervorragenden Schutz."
ulmBlockSSteelVariantHelper,"Block aus rostfreiem Stahl"
ulmBlockSSteelVariantHelperDesc,"Bietet einen besseren Schutz als Stahlblöcke."
ulmBlockPewSegmentVariantHelper,"Pfahlsegment"
ulmBlockRopeVariantHelper,"Seil (kletterbar)"
ulmApiary_1,"Bienenstock"
ulmApiary_1Desc,"Liefert eine stetige Versorgung mit Honig bei guter Pflege"
ulmApiary_1_Fed,"Bienenstock"
ulmApiary_1_Harvest,"Bienenstock"
ulmChickenCoop_1,"Hühnerstall"
ulmChickenCoop_1Desc,"Liefert eine stetige Versorgung mit Eiern bei guter Pflege"
ulmChickenCoop_1_Fed,"Hühnerstall"
ulmChickenCoop_1_Harvest,"Hühnerstall"
ulmCollectorOilPumpActive,"Öl-Extraktor"
ulmCollectorOilPumpActiveDesc,"Extrahiert langsam [decea3]Ölschiefer[-] aus den Tiefen des Bodens."
ulmCollectorOilPumpHarvest,"Öl-Extraktor"
ulmCollectorOilPumpHarvestDesc,"Extrahiert langsam [decea3]Ölschiefer[-] aus den Tiefen des Bodens."
ulmCollectorOreActive,"Erz-Extraktor"
ulmCollectorOreActiveDesc,"Extrahiert langsam zufällige Erze aus den Tiefen des Bodens. Hat eine kleine Chance, [decea3]Titanerz[-] zu extrahieren."
ulmCollectorOreHarvest,"Erz-Extraktor"
ulmCollectorOreHarvestDesc,"Extrahiert langsam zufällige Erze aus den Tiefen des Bodens. Hat eine kleine Chance, [decea3]Titanerz[-] zu extrahieren."
ulmBlockWaterpump,"Wasserpumpe"
ulmBlockWaterpumpDesc,"Füllt sich langsam mit trüben Wasser (1 Einheit je 1 Spielstunde) aus den Tiefen des Bodens nach, das weniger durch Strahlung verseucht ist."
ulmCollectorWellWood,"Primitiver Wasserbrunnen"
ulmCollectorWellWoodDesc,"Füllt sich langsam mit trübem Wasser (1 Einheit alle 2 Spielstunden) aus der Tiefe des Bodens nach, das weniger durch Strahlung verseucht ist."
ulmContainerBagStarter,"Notfalltasche"
ulmContainerBagStarterDesc,"Tragbare Tasche, die Gegenstände enthält, die man im Notfall zum Überleben für 48 Stunden benötigt. Platziere sie auf dem Boden und durchsuche diese, um ihren Inhalt zu enthüllen."
ulmContainerBagStarterLoot,"Notfalltasche"
ulmContainerBagStarterLootDesc,"Tragbare Tasche, die Gegenstände enthält, um im Notfall 48 Stunden lang zu überleben."
ulmContainerBirdnestEmpty,"Vogelnest\n[808080](Geplündert)[-]"
ulmContainerBirdnestEmptyDesc,"Durchwühltes leeres Vogelnest"
ulmContainerCarPickupTruck,"Verlassener blauer Pickup"
ulmContainerATM1Secure,"Bankautomat"
ulmContainerATM1Insecure,"Bankautomat"
ulmContainerATM2Secure,"Bankautomat"
ulmContainerATM2Insecure,"Bankautomat"
ulmContainerATMStandingRandomHelper,"[Stehender Bankautomat Zufälliger Helfer]"
ulmContainerATM3Secure,"Geldautomat"
ulmContainerATM3Insecure,"Geldautomat"
ulmContainerATM4Secure,"Geldautomat"
ulmContainerATM4Insecure,"Geldautomat"
ulmContainerATMTerminalRandomHelper,"[Geldautomat Zufallshelfer]"
ulmContainerATM5Secure,"Bankautomat"
ulmContainerATM5Insecure,"Bankautomat"
ulmContainerATM6Secure,"Bankautomat"
ulmContainerATM6Insecure,"Bankautomat"
ulmContainerATMOnWallRandomHelper,"[Bankautomat Zufallshelfer]"
ulmContainerATM7Secure,"Wand-Bankautomat"
ulmContainerATM7Insecure,"Wand-Bankautomat"
ulmContainerATM8Secure,"Wand-Bankautomat"
ulmContainerATM8Insecure,"Wand-Bankautomat"
ulmContainerATM9Secure,"Wand-Bankautomat"
ulmContainerATM9Insecure,"Wand-Bankautomat"
ulmContainerATMInWallRandomHelper,"[Wand-Bankautomat Zufallshelfer]"
ulmContainerATMSciFiBlueSecure,"Bankautomat"
ulmContainerATMSciFiBlueInsecure,"Bankautomat"
ulmContainerCollapsedTannery,"Zerstörte Gerberei"
ulmContainerCollapsedTanneryDesc,"Überreste einer Gerberei, Arbeitsplatz für die Verarbeitung von Tierhäuten verschiedener Tiere."
ulmContainerNightstandClosed,"Nachttisch"
ulmContainerNightstandClosedDesc,"Kleiner Schrank, der neben dem Bett oder an anderer Stelle steht und der Aufbewahrung von Haushaltsgegenständen oder Kleidung dient."
ulmContainerNightstandOpen1,"Nachttisch"
ulmContainerNightstandOpen1Desc,"Kleiner Schrank, der neben dem Bett oder an anderer Stelle steht und der Aufbewahrung von Haushaltsgegenständen oder Kleidung dient."
ulmContainerNightstandOpen2,"Nachttisch"
ulmContainerNightstandOpen2Desc,"Kleiner Schrank, der neben dem Bett oder an anderer Stelle steht und der Aufbewahrung von Haushaltsgegenständen oder Kleidung dient."
ulmContainerNightstandOpen3,"Nachttisch"
ulmContainerNightstandOpen3Desc,"Kleiner Schrank, der neben dem Bett oder an anderer Stelle steht und der Aufbewahrung von Haushaltsgegenständen oder Kleidung dient."
ulmContainerChestOpen,"Kaputte Aufbewahrungstruhe"
ulmContainerChestOpenDesc,"Bei dieser Truhe scheint der Deckel zu fehlen."
ulmContainerChestHeroPlayer,"Verstärkte Truhe"
ulmContainerChestHeroPlayerDesc,"Kann eine gewisse Menge an Gegenständen mit aufbewahren."
ulmContainerHardenedChestSecurePlayer,"Gehärtete Truhe"
ulmContainerHardenedChestSecurePlayerDesc,"Sehr robuste und geräumige Aufbewahrung."
ulmContainerHardenedChestInsecurePlayer,"Gehärtete unsichere Truhe"
ulmContainerHardenedChestInsecurePlayerDesc,"Sehr haltbare und geräumige Aufbewahrung. Verfügt über kein Schloss."
ulmContainerMunitionsBoxPlayer,"Munitionskiste"
ulmContainerMunitionsBoxPlayerDesc,"Relativ sicherer Behälter."
ulmContainerVault,"Tresor"
ulmContainerVaultDesc,"Der sicherste Behälter für all deine wertvollsten Gegenstände. Abmessungen (BxTxH): [decea3]3x3x3[-]"
ulmContainerGunSafePlayer,"Waffentresor"
ulmContainerGunSafePlayerDesc,"Gute und zuverlässige Aufbewahrung."
ulmContainerGunSafeInsecurePlayer,"Unsicherer Waffentresor"
ulmContainerGunSafeInsecurePlayerDesc,"Gute und zuverlässige Aufbewahrung. Verfügt über kein Schloss."
ulmContainerStationChemistryCollapsed,"Zusammengebrochene Chemiestation"
ulmContainerStationChemistryCollapsedDesc,"Mischt und braut alle Arten von Mixturen und Chemikalien."
ulmContainerWorkbenchCollapsed,"Zerstörte Werkbank"
ulmContainerWorkbenchCollapsedDesc,"Ermöglicht es dir, fortgeschrittenere Gegenstände und Blöcke herzustellen als mit deinen bloßen Händen."
ulmContainerSteelSafe1Closed,"Kleiner Tresor"
ulmContainerSteelSafe1ClosedDesc,"Kleiner Stahltresor, nützlich für die Aufbewahrung von Wertsachen."
ulmContainerSteelSafe1Open,"Kleiner Tresor, Offen"
ulmContainerSteelSafe1OpenDesc,"Platzierbarer Block mit überwiegend dekorativem Wert."
ulmContainerSteelSafe1Secure,"Sicherer kleiner Tresor"
ulmContainerSteelSafe1SecureDesc,"[decea3]Kann gesperrt werden.[-]\nKleiner Stahltresor, nützlich für die Aufbewahrung von Wertsachen."
ulmContainerSteelSafe1CTRClosed,"Kleiner Tresor, Mittig"
ulmContainerSteelSafe1CTRClosedDesc,"Kleiner Stahltresor, nützlich für die Aufbewahrung von Wertsachen."
ulmContainerSteelSafe1CTROpen,"Kleiner Tresor, Mittig Offen"
ulmContainerSteelSafe1CTROpenDesc,"Platzierbarer Block mit überwiegend dekorativem Wert."
ulmContainerSteelSafe1CTRSecure,"Sicherer kleiner Tresor, Mittig"
ulmContainerSteelSafe1CTRSecureDesc,"[decea3]Kann gesperrt werden.[-]\nKleiner Stahltresor, nützlich für die Aufbewahrung von Wertsachen."
ulmContainerSteelSafe1WallClosed,"Kleiner Wandtresor"
ulmContainerSteelSafe1WallClosedDesc,"Kleiner Stahltresor, nützlich für die Aufbewahrung von Wertsachen."
ulmContainerSteelSafe1WallOpen,"Kleiner Wandtresor, Offen"
ulmContainerSteelSafe1WallOpenDesc,"Platzierbarer Block mit überwiegend dekorativem Wert."
ulmContainerSteelSafe1WallSecure,"Sicherer kleiner Wandtresor"
ulmContainerSteelSafe1WallSecureDesc,"[decea3]Kann gesperrt werden.[-]\nKleiner Stahltresor, nützlich für die Aufbewahrung von Wertsachen."
ulmContainerSteelSafeVariantHelper,"Kleiner Stahltresor"
ulmContainerSteelSafeVariantHelperDesc,"[decea3]Verfügt über mehrere Formen[-]\nKleiner Stahltresor, nützlich für die Aufbewahrung von Wertsachen."
ulmContainerSteelSafe2Closed,"Stahltresor"
ulmContainerSteelSafe2ClosedDesc,"Stahltresor, nützlich für die Aufbewahrung von Wertsachen."
ulmContainerSteelSafe2Open,"Stahltresor, Offen"
ulmContainerSteelSafe2OpenDesc,"Platzierbarer Block mit überwiegend dekorativem Wert."
ulmContainerSteelSafe2Secure,"Sicherer Stahltresor"
ulmContainerSteelSafe2SecureDesc,"[decea3]Kann gesperrt werden.[-]\nStahltresor, nützlich für die Aufbewahrung von Wertsachen."
ulmContainerSteelSafe3Closed,"Großer Stahltresor"
ulmContainerSteelSafe3ClosedDesc,"Großer Stahltresor, nützlich für die Aufbewahrung von Wertsachen."
ulmContainerSteelSafe3Open,"Großer Stahltresor, Offen"
ulmContainerSteelSafe3OpenDesc,"Platzierbarer Block mit überwiegend dekorativem Wert."
ulmContainerSteelSafe3Secure,"Großer sicherer Stahltresor"
ulmContainerSteelSafe3SecureDesc,"[decea3]Kann gesperrt werden.[-]\nGroßer Stahltresor, nützlich für die Aufbewahrung von Wertsachen."
ulmContainerSteelSafe4Closed,"Verstärkter Stahltresor"
ulmContainerSteelSafe4ClosedDesc,"Verstärkter Stahltresor, nützlich für die Aufbewahrung von Wertsachen."
ulmContainerSteelSafe4Open,"Verstärkter Stahltresor, Offen"
ulmContainerSteelSafe4OpenDesc,"Platzierbarer Block mit überwiegend dekorativem Wert."
ulmContainerSteelSafe4Secure,"Verstärkter sicherer Stahltresor"
ulmContainerSteelSafe4SecureDesc,"[decea3]Kann gesperrt werden.[-]\nVerstärkter Stahltresor, nützlich für die Aufbewahrung von Wertsachen."
ulmContainerSteelSafe5Closed,"Stahl-Schließfach"
ulmContainerSteelSafe5ClosedDesc,"Stahl-Schließfach, nützlich für die Aufbewahrung von Wertsachen."
ulmContainerSteelSafe5Open,"Stahl-Schließfach, Offen"
ulmContainerSteelSafe5OpenDesc,"Platzierbarer Block mit überwiegend dekorativem Wert."
ulmContainerSteelSafe5Secure,"Sicheres Stahl-Schließfach"
ulmContainerSteelSafe5SecureDesc,"[decea3]Kann gesperrt werden.[-]\nStahl-Schließfach, nützlich für die Aufbewahrung von Wertsachen."
ulmContainerSteelSafe6Closed,"Stahl-Schließfächer"
ulmContainerSteelSafe6ClosedDesc,"Stahl-Schließfächer, nützlich für die Aufbewahrung von Wertsachen."
ulmContainerSteelSafe6Open,"Stahl-Schließfächer, Offen"
ulmContainerSteelSafe6OpenDesc,"Platzierbarer Block mit überwiegend dekorativem Wert."
ulmContainerSteelSafe6Secure,"Sichere Stahl-Schließfächer"
ulmContainerSteelSafe6SecureDesc,"[decea3]Kann gesperrt werden.[-]\nStahl-Schließfächer, nützlich für die Aufbewahrung von Wertsachen."
ulmContainerSciFi01A,"Metallbehälter (Deko)"
ulmContainerSciFi01ADesc,"Nur zur Dekoration, kein Speicher."
ulmContainerSciFi01ALoot,"Metallbehälter"
ulmContainerSciFi01ALootDesc,"Langlebige und geräumige Aufbewahrung."
ulmContainerSciFi01ALootSecure,"Sicherer Metallcontainer"
ulmContainerSciFi01ALootSecureDesc,"Langlebige und geräumige Aufbewahrung."
ulmContainerSciFi01ALootSecureSigned,"Signierter Metallcontainer"
ulmContainerSciFi01ALootSecureSignedDesc,"Langlebige und platzsparende Aufbewahrung."
ulmContainerSciFi01B,"Metallbehälter (Deko)"
ulmContainerSciFi01BDesc,"Nur Dekoration, keine Aufbewahrung."
ulmContainerSciFi01BLoot,"Metallbehälter"
ulmContainerSciFi01BLootDesc,"Langlebige und geräumige Aufbewahrung."
ulmContainerSciFi01BLootSecure,"Sicherer Metallcontainer"
ulmContainerSciFi01BLootSecureDesc,"Langlebige und geräumige Aufbewahrung."
ulmContainerSciFi01C,"Metallbehälter (Deko)"
ulmContainerSciFi01CDesc,"Nur zur Dekoration, ohne Stauraum. Abmessungen (BxTxH): [decea3]2x1x1[-]"
ulmContainerSciFi01CLoot,"Metall-Container"
ulmContainerSciFi01CLootDesc,"Robuste und geräumige große Aufbewahrung. Abmessungen (BxTxH): [decea3]2x1x1[-]"
ulmContainerSciFi01CLootSecure,"Sicherer Metallcontainer"
ulmContainerSciFi01CLootSecureDesc,"Langlebiger und geräumiger Großraumcontainer. Abmessungen (BxTxH): [decea3]2x1x1[-]"
ulmContainerSciFi01CLootSecureSigned,"Signierter Metallcontainer"
ulmContainerSciFi01CLootSecureSignedDesc,"Langlebiger und geräumiger Großraumcontainer. Abmessungen (BxTxH): [decea3]2x1x1[-]"
ulmContainerSciFi01D,"Metallbehälter (Deko)"
ulmContainerSciFi01DDesc,"Nur Dekoration, keine Aufbewahrung. Abmessungen (BxTxH): [decea3]2x1x1[-]"
ulmContainerSciFi01DLoot,"Metall-Container"
ulmContainerSciFi01DLootDesc,"Robuste und geräumige große Aufbewahrung. Abmessungen (BxTxH): [decea3]2x1x1[-]"
ulmContainerSciFi01DLootSecure,"Sicherer Metallcontainer"
ulmContainerSciFi01DLootSecureDesc,"Langlebiger und geräumiger Großraumcontainer. Abmessungen (BxTxH): [decea3]2x1x1[-]"
ulmContainerSciFi01DLootSecureSigned,"Signierter Metallcontainer"
ulmContainerSciFi01DLootSecureSignedDesc,"Langlebiger und geräumiger Großraumcontainer. Abmessungen (BxTxH): [decea3]2x1x1[-]"
ulmContainerSciFiVariantHelper,"Tech-Container"
ulmContainerSciFiVariantHelperDesc,"Nur für Gebäude-POIs und kreative Nutzung."
ulmRailingIron,"Eisengeländer"
ulmRailingIronDouble,"Breites Eisengeländer"
ulmRailingIronVariantHelper,"Eisengeländer"
ulmRailingIronVariantHelperDesc,"[decea3]Verfügt über mehrere Formen[-]\nEine Auswahl an dekorativen Geländern aus Eisen."
ulmRailingSteelMiddleA,"Stahlgeländer A"
ulmRailingSteelMiddleB,"Stahlgeländer B"
ulmRailingSteelMiddleC,"Stahlgeländer C"
ulmRailingSteelAL,"Stahlgeländer D"
ulmRailingSteelAR,"Stahlgeländer E"
ulmRailingSteelBL,"Stahlgeländer linkes Endstück"
ulmRailingSteelBR,"Stahlgeländer rechtes Endstück"
ulmRailingSteelOuter,"Stahlgeländer Aussenecke"
ulmRailingSteelInner,"Stahlgeländer Innenecke"
ulmRailingSteelVariantHelper,"Stahlgeländer"
ulmRailingSteelVariantHelperDesc,"[decea3]Verfügt über mehrere Formen[-]\nEine Auswahl an dekorativen Geländern aus Stahl."
ulmRailingTitaniumMiddleA,"Titangeländer A"
ulmRailingTitaniumMiddleB,"Titangeländer B"
ulmRailingTitaniumMiddleC,"Titangeländer C"
ulmRailingTitaniumAL,"Titangeländer D"
ulmRailingTitaniumAR,"Titangeländer E"
ulmRailingTitaniumBL,"Titangeländer linkes Endstück"
ulmRailingTitaniumBR,"Titangeländer rechtes Endstück"
ulmRailingTitaniumOuter,"Titangeländer Aussenecke"
ulmRailingTitaniumInner,"Titangeländer Innenecke"
ulmRailingTitaniumVariantHelper,"Titangeländer"
ulmRailingTitaniumVariantHelperDesc,"[decea3]Verfügt über mehrere Formen[-]\nEine Auswahl an dekorativen Geländern aus Titan."
ulmStorageCloth,"Stoffsack"
ulmStorageClothDesc,"Es ist nur ein Stück Stoff, das mit einem Seil umwickelt ist und einen einfachen Aufbewahrungssack bildet."
ulmStorageClothSigned,"Beschreibbarer Stoffsack"
ulmStorageClothSignedDesc,"[decea3]Kann benannt werden, ist abschließbar.[-]\nEin Stoffsack, den du benennen kannst."
ulmStorageClothVariantHelper,"Stoffsack"
ulmStorageClothVariantHelperDesc,"[decea3]Verfügt über mehrere Formen[-]\nEs ist nur ein Stück Stoff, das mit einem Seil umwickelt ist und einen einfachen Aufbewahrungssack bildet."
ulmStorageCardboard,"Pappkiste"
ulmStorageCardboardDesc,"Sie ist zwar nicht sehr haltbar, bietet aber zumindest einen einfachen Platz für die Aufbewahrung von Gerümpel."
ulmStorageCardboardSigned,"Beschreibbare Pappkiste"
ulmStorageCardboardSignedDesc,"[decea3]Kann benannt werden, ist abschließbar.[-]\nEin einfacher Kiste aus Pappe."
ulmStorageCardboardVariantHelper,"Pappkiste"
ulmStorageCardboardVariantHelperDesc,"[decea3]Verfügt über mehrere Formen[-]\nSie ist zwar nicht sehr haltbar, bietet aber zumindest einen einfachen Platz für die Aufbewahrung von Gerümpel."
ulmStorageWoodChest1,"Holz-Truhe"
ulmStorageWoodChest1Desc,"Eine robuste Truhe aus Holz."
ulmStorageWoodChest1Secure,"Sichere Holz-Truhe"
ulmStorageWoodChest1SecureDesc,"[decea3]Kann gesperrt werden.[-]\nLanglebige Truhe aus Holz."
ulmStorageWoodChest1Signed,"Beschreibbare Holz-Truhe"
ulmStorageWoodChest1SignedDesc,"[decea3]Kann benannt werden, ist abschließbar.[-]\nEine robuste Truhe aus Holz."
ulmStorageWoodChest2,"Holz-Truhe"
ulmStorageWoodChest2Desc,"Eine robuste Truhe, die hauptsächlich aus Holz und einigen dekorativen Metallelementen besteht."
ulmStorageWoodChest2Secure,"Sichere Holz-Truhe"
ulmStorageWoodChest2SecureDesc,"[decea3]Kann gesperrt werden.[-]\nLanglebige Truhe aus Holz."
ulmStorageWoodChest2Signed,"Beschreibbare Holz-Truhe"
ulmStorageWoodChest2SignedDesc,"[decea3]Kann benannt werden, ist abschließbar.[-]\nEine robuste Truhe, die hauptsächlich aus Holz und einigen dekorativen Metallelementen besteht."
ulmStorageWoodChest3,"Holz-Truhe"
ulmStorageWoodChest3Desc,"Eine robuste Truhe, die hauptsächlich aus Holz und einigen dekorativen Metallelementen besteht."
ulmStorageWoodChest3Secure,"Sichere Holz-Truhe"
ulmStorageWoodChest3SecureDesc,"[decea3]Kann gesperrt werden.[-]\nLanglebige Truhe aus Holz."
ulmStorageWoodChest3Signed,"Beschreibbare Holz-Truhe"
ulmStorageWoodChest3SignedDesc,"[decea3]Kann benannt werden, ist abschließbar.[-]\nEine robuste Truhe, die hauptsächlich aus Holz und einigen dekorativen Metallelementen besteht."
ulmStorageWoodCrate1,"Holz-Kiste"
ulmStorageWoodCrate1Desc,"Eine robuste Kiste aus Holz."
ulmStorageWoodCrate1Secure,"Sichere Holz-Kiste"
